symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
BRS,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
DMS,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Nam,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
DPC,Công ty Cổ phần Nhựa Đà Nẵng,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
DNW,Công ty Cổ phần Cấp nước Đồng Nai,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
AMC,Công ty Cổ phần Khoáng sản Á Châu,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
AVC,Công ty Cổ phần Thủy điện A Vương,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
CFM,Công ty Cổ phần Đầu tư CFM,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Đào tạo & Việc làm,CT,2000,2700,2790,2793
HAS,Công ty Cổ phần Hacisco,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HAV,Công ty Cổ phần Rượu Hapro,Bia và đồ uống,Thực phẩm và đồ uống,Vang & Rượu mạnh,CT,3000,3500,3530,3535
AMD,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
IHK,Công ty Cổ phần In Hàng Không,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
KCB,Công ty Cổ phần Khoáng Sản và Luyện Kim Cao Bằng,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
GAB,Công ty Cổ phần Đầu tư Khai khoáng & Quản lý Tài sản FLC,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
DSN,Công ty Cổ phần Công viên nước Đầm Sen,Du lịch & Giải trí,Du lịch và Giải trí,Dịch vụ giải trí,CT,5000,5700,5750,5755
BSC,Công ty Cổ phần Dịch vụ Bến Thành,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
AME,Công ty cổ phần Alphanam E&C,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,CT,3000,3300,3350,3353
TIN,Công ty Tài chính tổng hợp cổ phần Tín Việt,Dịch vụ tài chính,Dịch vụ tài chính,Quản lý tài sản,NH,8000,8700,8770,8771
BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
AMV,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,Thiết bị và Dịch vụ Y tế,Y tế,Thiết bị y tế,CT,4000,4500,4530,4535
HCC,Công ty Cổ phần Bê tông Hòa Cầm - Intimex,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
DTC,Công ty Cổ phần Viglacera Đông Triều,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
HCT,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
DID,Công ty Cổ phần DIC - Đồng Tiến,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
GIL,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Bình Thạnh,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
BHI,Tổng Công ty Cổ phần Bảo hiểm Sài Gòn - Hà Nội,Bảo hiểm phi nhân thọ,Bảo hiểm,Bảo hiểm phi nhân thọ,BH,8000,8500,8530,8536
CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
ACG,Công ty Cổ phần Gỗ An Cường,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
BSI,Công ty Cổ phần Chứng khoán BIDV,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
BSR,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,Sản xuất Dầu khí,Dầu khí,Sản xuất và Khai thác dầu khí,CT,0001,0500,0530,0533
HDB,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
VSM,Công ty Cổ phần Container Miền Trung,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
HDM,Công ty Cổ phần Dệt May Huế,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
CMP,Công ty Cổ phần Cảng Chân Mây,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
GMX,Công ty Cổ phần Gạch ngói Gốm xây dựng Mỹ Xuân,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
HEJ,Tổng Công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BCV,Công ty Cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,Du lịch & Giải trí,Du lịch và Giải trí,Khách sạn,CT,5000,5700,5750,5753
HEP,Công ty Cổ phần Môi trường và Công trình đô thị Huế,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
ABS,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
MTX,Công ty Cổ phần Công trình Đô thị Gò Công,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
DCR,Công ty Cổ phần Gạch men COSEVCO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
HHC,Công ty Cổ phần Bánh kẹo Hải Hà,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
BNA,Công ty Cổ phần Tập đoàn Đầu tư Bảo Ngọc,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
BRR,Công ty Cổ phần Cao su Bà Rịa,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
TCH,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
FCM,Công ty Cổ phần Bê tông Phan Vũ Hà Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
DC4,Công ty Cổ phần Dicera Holdings,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
NCG,Công ty Cổ phần Tập đoàn Nova Consumer,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
HLC,Công ty Cổ phần Than Hà Lầm - Vinacomin,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
TSA,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HMS,Công ty Cổ phần Xây dựng Bảo tàng Hồ Chí Minh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HMG,Công ty Cổ phần Kim Khí Hà Nội - VNSTEEL,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
THM,Công ty Cổ phần Tứ Hải Hà Nam,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
HNA,Công ty Cổ phần Thủy điện Hủa Na,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
CMS,Công ty Cổ phần Tập đoàn CMH Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
DAD,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Đà Nẵng,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
HPB,Công ty Cổ phần Bao bì PP,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
ABW,Công ty Cổ phần Chứng khoán An Bình,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
GAS,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
CSC,Công ty Cổ phần Tập đoàn COTANA,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HPH,Công ty Cổ phần Hóa Chất Hưng Phát Hà Bắc,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
ANT,Công ty Cổ phần Rau quả Thực phẩm An Giang,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
BBS,Công ty Cổ phần VICEM Bao bì Bút Sơn,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
DCM,Công ty Cổ phần Phân bón Dầu Khí Cà Mau,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
HPM,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
DVW,Công ty Cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BTH,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
DL1,Công ty Cổ phần Tập đoàn Alpha Seven,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
BTN,Công ty Cổ phần Đầu tư Bitco Bình Định,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
DPH,Công ty Cổ phần Dược phẩm Hải Phòng,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
HRB,Công ty Cổ phần Harec Đầu tư và Thương Mại,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HRC,Công ty Cổ phần Cao su Hòa Bình,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
GTA,Công ty Cổ phần Chế biến Gỗ Thuận An,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
HSI,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
ANV,Công ty Cổ phần Nam Việt,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
BCB,Công ty Cổ phần 397,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
CCM,Công ty Cổ phần Khoáng sản và Xi măng Cần Thơ,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
HSP,Công ty Cổ phần Sơn Tổng hợp Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
DCS,Công ty Cổ phần Tập đoàn EDX,Hàng gia dụng,Hàng cá nhân & Gia dụng,Thiết bị gia dụng,CT,3000,3700,3720,3726
DXG,Công ty Cổ phần Tập đoàn Đất Xanh,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
HT1,Công ty Cổ phần Xi măng VICEM Hà Tiên,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
HTC,Công ty Cổ phần Thương mại Hóc Môn,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
DNM,Tổng Công ty Cổ phần Y tế Danameco,Thiết bị và Dịch vụ Y tế,Y tế,Dụng cụ y tế,CT,4000,4500,4530,4537
CNG,Công ty Cổ phần CNG Việt Nam,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Phân phối xăng dầu & khí đốt,CT,7000,7500,7570,7573
HU1,Công ty Cổ phần Đầu tư và Xây dựng HUD1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HU6,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD6,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
ABT,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,CT,3000,3300,3350,3357
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HUT,Công ty Cổ phần Tasco,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,CT,3000,3300,3350,3353
ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
DNP,Công ty Cổ phần DNP Holding,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
BCG,Công ty Cổ phần Tập đoàn Bamboo Capital,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,CT,8000,8700,8770,8775
BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
HVA,Công ty Cổ phần Đầu tư HVA,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,CT,8000,8700,8770,8775
BTS,Công ty Cổ phần Xi măng VICEM Bút Sơn,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
BTT,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,CT,5000,5300,5370,5373
DUS,Công ty Cổ phần Dịch vụ Đô thị Đà Lạt,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
AAH,Công ty Cổ phần Hợp Nhất,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
DDB,Công ty Cổ Phần Thương Mại Và Xây Dựng Đông Dương,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
DP2,Công ty Cổ phần Dược phẩm Trung ương 2,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
BGE,Công ty Cổ phần BCG Energy,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
DFF,Công ty Cổ phần Tập đoàn Đua Fat,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
HVH,Công ty Cổ phần Đầu tư và Công nghệ HVC,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
COM,Công ty Cổ phần Vật tư Xăng dầu,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,CT,5000,5300,5370,5379
DST,Công ty Cổ phần Đầu tư Sao Thăng Long,Truyền thông,Truyền thông,"Sách, ấn bản & sản phẩm văn hóa",CT,5000,5500,5550,5557
APF,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
CDC,Công ty Cổ phần Chương Dương,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
UDL,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
TCK,Tổng Công ty Cơ khí Xây dựng - CTCP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
BTW,Công ty Cổ phần Cấp nước Bến Thành,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
BCP,Công ty Cổ phần Dược Enlie,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
CTA,Công ty Cổ phần Vinavico,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
DSE,Công ty Cổ phần Chứng khoán DNSE,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
DHB,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
DZM,Công ty Cổ phần Cơ điện Dzĩ An,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
ADS,Công ty Cổ phần DAMSAN,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
APG,Công ty Cổ phần Chứng khoán APG,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
ACE,Công ty Cổ phần Bê tông ly tâm An Giang,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
CMN,Công ty Cổ phần Lương thực Thực phẩm Colusa - Miliket,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
MVC,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
ACL,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
ICN,Công ty Cổ phần Đầu tư Xây dựng Dầu khí IDICO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CIP,Công ty Cổ phần Xây lắp và Sản xuất Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CBI,Công ty Cổ phần Gang thép Cao Bằng,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
